"courseTitle","fullTitle","description","preReq","college","units","grading","primaryTitle","status","enrollCode","levelLimit","majorLimitPass","majorLimit","messages","instructor","days","time","location","enrolled"
"ANTH 5","Introductory Physical Anthropology","Human evolution: evolutionary theory, basic genetical concepts, primate evolution and behavior, fossil man, evolution of human behavior and mind.",,"L&S","4.0","Optional",,,"52969",,,,,"JOHANSON E N","M","5:00pm - 5:50pm","GIRV 2115","26 / 28"
"ANTH 5","Introductory Physical Anthropology","Human evolution: evolutionary theory, basic genetical concepts, primate evolution and behavior, fossil man, evolution of human behavior and mind.",,"L&S","4.0","Optional",,,"52977",,,,,"HOPPA K M","T","11:00am - 11:50am","GIRV 2112","27 / 28"
"ANTH 5","Introductory Physical Anthropology","Human evolution: evolutionary theory, basic genetical concepts, primate evolution and behavior, fossil man, evolution of human behavior and mind.",,"L&S","4.0","Optional",,,"52985",,,,,"HOPPA K M","T","2:00pm - 2:50pm","GIRV 2112","27 / 28"
"ANTH 5","Introductory Physical Anthropology","Human evolution: evolutionary theory, basic genetical concepts, primate evolution and behavior, fossil man, evolution of human behavior and mind.",,"L&S","4.0","Optional",,,"52993",,,,,"HOPPA K M","T","5:00pm - 5:50pm","GIRV 2108","22 / 28"
"ANTH 5","Introductory Physical Anthropology","Human evolution: evolutionary theory, basic genetical concepts, primate evolution and behavior, fossil man, evolution of human behavior and mind.",,"L&S","4.0","Optional",,,"53009",,,,,"FRIBERG C M","W","8:00am - 8:50am","GIRV 1116","25 / 28"
"ANTH 5","Introductory Physical Anthropology","Human evolution: evolutionary theory, basic genetical concepts, primate evolution and behavior, fossil man, evolution of human behavior and mind.",,"L&S","4.0","Optional",,,"53017",,,,,"JOHANSON E N","W","5:00pm - 5:50pm","BSIF 1217","24 / 28"
"ANTH 5","Introductory Physical Anthropology","Human evolution: evolutionary theory, basic genetical concepts, primate evolution and behavior, fossil man, evolution of human behavior and mind.",,"L&S","4.0","Optional",,,"53025",,,,,"JOHANSON E N","W","6:00pm - 6:50pm","PHELP1440","24 / 28"
"ANTH 5","Introductory Physical Anthropology","Human evolution: evolutionary theory, basic genetical concepts, primate evolution and behavior, fossil man, evolution of human behavior and mind.",,"L&S","4.0","Optional",,,"53033",,,,,"DOST S L","R","4:00pm - 4:50pm","PHELP2524","24 / 28"
"ANTH 5","Introductory Physical Anthropology","Human evolution: evolutionary theory, basic genetical concepts, primate evolution and behavior, fossil man, evolution of human behavior and mind.",,"L&S","4.0","Optional",,"Full","53041",,,,,"DOST S L","R","11:00am - 11:50am","GIRV 2115","28 / 28"
"ANTH 5","Introductory Physical Anthropology","Human evolution: evolutionary theory, basic genetical concepts, primate evolution and behavior, fossil man, evolution of human behavior and mind.",,"L&S","4.0","Optional",,,"53058",,,,,"FRIBERG C M","F","8:00am - 8:50am","GIRV 2108","20 / 28"
"ANTH 5","Introductory Physical Anthropology","Human evolution: evolutionary theory, basic genetical concepts, primate evolution and behavior, fossil man, evolution of human behavior and mind.",,"L&S","4.0","Optional",,,"53066",,,,,"DOST S L","F","4:00pm - 4:50pm","GIRV 2108","17 / 28"
"ANTH 7","Introductory Biosocial Anthropology","An introduction to our evolved, universal human nature, the evolution of the human mind, and how they shape behavior, social life, and culture. Topics include friendship, mate choice, incest avoidance, cooperation, revenge, status, jealousy, emotions, gro",,"L&S","4.0","Optional","INTRO BIOSOC ANTH","Closed",,,,,,"TOOBY J","R","5:00pm - 7:50pm","EMBARHALL","163 / 220"
"ANTH 7","Introductory Biosocial Anthropology","An introduction to our evolved, universal human nature, the evolution of the human mind, and how they shape behavior, social life, and culture. Topics include friendship, mate choice, incest avoidance, cooperation, revenge, status, jealousy, emotions, gro",,"L&S","4.0","Optional",,,"00232",,,,,"FUERSTENBERG","T","8:00am - 8:50am","GIRV 2116","24 / 37"
"ANTH 7","Introductory Biosocial Anthropology","An introduction to our evolved, universal human nature, the evolution of the human mind, and how they shape behavior, social life, and culture. Topics include friendship, mate choice, incest avoidance, cooperation, revenge, status, jealousy, emotions, gro",,"L&S","4.0","Optional",,,"00240",,,,,"CIMINO A N","T","6:00pm - 6:50pm","GIRV 1116","31 / 36"
"ANTH 7","Introductory Biosocial Anthropology","An introduction to our evolved, universal human nature, the evolution of the human mind, and how they shape behavior, social life, and culture. Topics include friendship, mate choice, incest avoidance, cooperation, revenge, status, jealousy, emotions, gro",,"L&S","4.0","Optional",,,"00257",,,,,"KIM SANGIN","F","9:00am - 9:50am","GIRV 1116","23 / 37"
"ANTH 7","Introductory Biosocial Anthropology","An introduction to our evolved, universal human nature, the evolution of the human mind, and how they shape behavior, social life, and culture. Topics include friendship, mate choice, incest avoidance, cooperation, revenge, status, jealousy, emotions, gro",,"L&S","4.0","Optional",,,"00265",,,,,"FUERSTENBERG","M","4:00pm - 4:50pm","GIRV 2120","26 / 36"
"ANTH 7","Introductory Biosocial Anthropology","An introduction to our evolved, universal human nature, the evolution of the human mind, and how they shape behavior, social life, and culture. Topics include friendship, mate choice, incest avoidance, cooperation, revenge, status, jealousy, emotions, gro",,"L&S","4.0","Optional",,,"00273",,,,,"KIM SANGIN","M","10:00am - 10:50am","387  103","31 / 37"
"ANTH 7","Introductory Biosocial Anthropology","An introduction to our evolved, universal human nature, the evolution of the human mind, and how they shape behavior, social life, and culture. Topics include friendship, mate choice, incest avoidance, cooperation, revenge, status, jealousy, emotions, gro",,"L&S","4.0","Optional",,,"00281",,,,,"CIMINO A N","M","4:00pm - 4:50pm","387  104","28 / 37"
"ANTH 99","Independent Studies","Introduction to research in Anthropology. Independent research under the guidance of a faculty member in the department. Course offers exceptional students the opportunity to undertake independent research or work in a research group.","Consent of instructor.","L&S","1.0 - 4.0","Optional","INDEPENDENT STUDIES",,"00299",,,,"INSTRUCTOR APPROVAL REQUIRED PRIOR TO REGISTRATION.  ","T.B.A.",,,"T B A","0 / 1"
"ANTH 100","Basic Archaeological Concepts","A survey of important archaeological methods of excavation, analysis, and interpretation. Focus will be on the problems and promise of various approaches to the explanation of past human behavior.","Anthropology 3 or 3SS.","L&S","4.0","Optional","BASIC ARCH CONCEPTS",,"53074",,,,,"JOCHIM M A","M W F","10:00am - 10:50am","GIRV 2128","46 / 48"
"ANTH 117","Borders and Borderlands","The theoretical concept of \"borderlands\" examined through a discussion of the societies, economics and cultures that form on geopolitical borders. The Mexico-U.S. border will be discussed in detail.","Anthropology 2.","L&S","4.0","Optional","BORDERLANDS","Closed","53082","U",,,,"WALSH C","T R","11:00am - 12:15pm","GIRV 2116","44 / 36"
"ANTH 118TS","Archaeology of the Ancient Near East","This course combines archaeology and history to trace the development of the cultures of the ancient Near East from the origins of civilization through the rise of empires, ending with the conquest of Alexander the Great in c. 300 BCE.","Anthropology 3 or 3SS or MES 45.","L&S","4.0","Optional","NEAR EAST ARCHAEOL","Closed","53090",,,,,"SMITH S T","M W","11:00am - 12:15pm","HSSB 1214","27 / 20"
"ANTH 121","Human Evolution","The nature and results of the evolutionary processes responsible for the formation and differentiation of human populations.","Anthropology 5.","L&S","4.0","Optional","HUMAN EVOLUTION","Closed",,,,,,"CURRAN S C","T R","9:30am - 10:45am","BRDA 1640","82 / 90"
"ANTH 121","Human Evolution","The nature and results of the evolutionary processes responsible for the formation and differentiation of human populations.","Anthropology 5.","L&S","4.0","Optional",,,"53207",,,,,"SMITH C P","T","11:00am - 11:50am","HSSB 1021","27 / 30"
"ANTH 121","Human Evolution","The nature and results of the evolutionary processes responsible for the formation and differentiation of human populations.","Anthropology 5.","L&S","4.0","Optional",,"Full","53215",,,,,"SMITH C P","W","11:00am - 11:50am","HSSB 1021","30 / 30"
"ANTH 121","Human Evolution","The nature and results of the evolutionary processes responsible for the formation and differentiation of human populations.","Anthropology 5.","L&S","4.0","Optional",,,"53223",,,,,"SMITH C P","W","1:00pm - 1:50pm","HSSB 1021","25 / 30"
"ANTH 136","Peoples and Cultures of the Pacific","The aboriginal and modern cultures of Polynesia, Melanesia, and Micronesia.",,"L&S","4.0","Optional","PEO CULT OF PACIFIC",,"53108",,,,,"ASWANI S","M W","2:00pm - 3:15pm","CHEM 1171","94 / 95"
"ANTH 148","Ecological Anthropology","Focuses on the complex and dynamic interactions between human beings and their physical environment. Examines ecological thinking in anthropology and the various theoretical approaches within the discipline that have developed from the coalescence of natu","Anthropology 2; upper-division standing.","L&S","4.0","Optional","ECO ANTHROPOLOGY","Full","53116","U",,,,"ASWANI S","M W","11:00am - 12:15pm","HSSB 2001A","28 / 25"
"ANTH 153S","The Evolution of Human Sexuality","Exploration of the psychological mechanism--adaptations--that underpin human sexual feeling, thought, and action. Emphasis on male-female differences, \"engineering\" analyses, and the comparative method as sources of information about adaptive design. Incl",,"L&S","4.0","Optional","EVO HUMAN SEXUALITY","Closed","53124",,,,,"GAULIN S J","M W","3:30pm - 4:45pm","HSSB 1174","67 / 95"
"ANTH 161","Human Growth and Development","Analyzes human growth and development from an evolutionary and cross-cultural perspective. Life stages from birth to death are considered, and contrasted with other primates. Other topics include brain evolution, fetal programming, sexual dimorphism, sene","Anthropology 5 or 7.","L&S","4.0","Optional","HUMAN GROWTH",,"53132",,,,,"GURVEN M D","T R","2:00pm - 3:15pm","HSSB 1173","61 / 75"
"ANTH 164","The Origins of Complex Societies","Why and how complex societies developed from simple, egalitarian societies in some areas of the world. Course surveys major theories and evidence surrounding the origins of states and urban societies in New and Old World.","Anthropology 3 or 3SS.","L&S","4.0","Optional","ORIGINS COMPLEX SOC","Closed","53140",,,,,"VANDERWARKER","M W","9:30am - 10:45am","HSSB 2001A","27 / 25"
"ANTH 168","Ethnology in Rural California: Transformations in Agriculture, Farm Labor, and Rural Communities","Provides a systematic review of research by anthropologists and other social scientists on the development of agriculture and its effects on rural society. Special emphasis is given to the settlement of immigrant farm workers and the formation of new comm","Anthropology 2; upper-division standing.","L&S","4.0","Optional","RURAL CALIFORNIA","Closed","53157","U",,,,"PALERM J-V","M W","3:30pm - 4:45pm","PHELP1508","40 / 35"
"ANTH 169","Evolution of Cooperation","Interdisciplinary focus on the emergence and maintenance of cooperation in human populations. Are we unique in our abilities to reap gains from cooperative endeavors? Why are some people generous, others stingy? How do propensities, personalities, ecology","Anthropology 5 or 7.","L&S","4.0","Optional","EVOLUT COOPERATION","Full","00463",,,,,"VONRUEDEN C R","T R","9:30am - 10:45am","GIRV 2127","34 / 30"
"ANTH 171","Evolutionary Medicine","Applies evolutionary principles to understanding human health   and disease past and present. Topics include host/parasite co-  evolution, aging and senescence, influence of human migration   and culture on disease patterns, and evolutionary origins of   ","Anth 5 with a minimum grade of C; or, EEMB 2 and EEMB 3; or, MCDB 1 and MCDB   2.","L&S","4.0","Optional","EVOLUTIONARY MED","Closed","53165","U",,,,"MARTIN M A","T R","3:30pm - 4:45pm","PHELP2516","46 / 48"
"ANTH 180B","Osteology","Continuation of Anthropology 180A with the development of a research project.","Anthropology 180A; consent of instructor.","L&S","4.0","Optional","OSTEOLOGY",,"00489",,,,"INSTRUCTOR APPROVAL REQUIRED TO FINALIZE REGISTRATION.  ","CURRAN S C","M W","3:30pm - 4:45pm","HSSB 1021","12 / 23"
"ANTH 181","Methods and Techniques of Field Archaeology","Introduction to archaeological research designs and field techniques of data collection, including survey, excavation, and site data recording. Course entails two lectures during the week and fieldwork all day Saturday.","Anthropology 3 or 3SS.","L&S","6.0","Optional","MTH/TECH FIELD ARCH",,,,,,"FEE CHARGED.  INSTRUCTOR APPROVAL REQUIRED PRIOR TO REGISTRATION.  ","GAMBLE L H","T","2:00pm - 3:40pm","HSSB 1021","14 / 15"
"ANTH 181","Methods and Techniques of Field Archaeology","Introduction to archaeological research designs and field techniques of data collection, including survey, excavation, and site data recording. Course entails two lectures during the week and fieldwork all day Saturday.","Anthropology 3 or 3SS.","L&S","6.0","Optional",,,"55079",,,,"FEE CHARGED.  INSTRUCTOR APPROVAL REQUIRED PRIOR TO REGISTRATION.  ","GAMBLE L H","S","8:00am - 5:00pm","OFF  CAMPS","14 / 15"
"ANTH 183","Internship in Archaeological Resource Management","Interns serve as assistants or trainees in the archaeological programs of a governmental agency, a museum, or a private firm in the local area. In collaboration with the instructor and an extramural archaeologist, the student conceives a set of activities","Consent of instructor.","L&S","1.0 - 4.0","Pass/No Pass","INTERN ARCH RES MGT","Full","00497",,,,"INSTRUCTOR APPROVAL REQUIRED PRIOR TO REGISTRATION.  ","GAMBLE L H",,,"T B A","3 / 1"
"ANTH 190","Cultural Anthropology Internship","Students serve as interns in various settings such as museums, governmental agencies, and health organizations to gain   exposure to different cultures. In collaboration with the   instructor and an extramural anthropologist, the student   conceives a set","Consent of instructor.","L&S","1.0 - 4.0","Pass/No Pass","CULT ANTH INTERN",,"00521",,,,"INSTRUCTOR APPROVAL REQUIRED PRIOR TO REGISTRATION.  ","T.B.A.",,,"T B A","0 / 15"
"ANTH 194","Field Training Archaeology","Introduction to design of research projects and techniques of data collection in archaeology. The number of units taken in one course will depend on the amount of training and experience received.","Anthropology 3 or 3SS; and, Anthropology 100 and 133.","L&S","1.0 - 8.0","Optional","FLD TRNG ARCH",,"00539",,,,"INSTRUCTOR APPROVAL REQUIRED PRIOR TO REGISTRATION.  ","T.B.A.",,,"T B A","0 / 1"
"ANTH 194P","Practicum in Field and Laboratory Analysis","An applied course emphasizing acquisition of practical skills   in archaeological field work and laboratory analysis. Projects   will vary depending on the type of archaeological research in   progress and may include artifact processing, cataloguing,   f","Anthropology 100; consent of instructor.","L&S","1.0 - 4.0","Optional","PRACTICUM FIELD/LAB",,"00547",,,,"INSTRUCTOR APPROVAL REQUIRED PRIOR TO REGISTRATION.  ","T.B.A.",,,"T B A","0 / 10"
"ANTH 195A","Senior Honors Program","Independent research under the supervision of an anthropology faculty member which will result in senior thesis. A: will concentrate on reading and gathering of materials for thesis.","Admission to senior honors program; consent of instructor.","L&S","4.0","Letter","SR HONORS PROGRAM",,"00554","S",,"These majors only: ANTH","DEPT. APPROVAL REQUIRED PRIOR TO REGISTRATION.  HONORS STUDENTS ONLY.  INSTRUCTOR APPROVAL REQUIRED PRIOR TO REGISTRATION.  ","T.B.A.",,,"T B A","0 / 1"
"ANTH 195B","Senior Honors Program","Independent research under the supervision of an anthropology faculty member which will result in senior thesis. B: writing of thesis will be completed.","Admission to senior honors program; consent of instructor.","L&S","4.0","Letter","SR HONORS PROGRAM",,"00562","S",,"These majors only: ANTH","DEPT. APPROVAL REQUIRED PRIOR TO REGISTRATION.  HONORS STUDENTS ONLY.  INSTRUCTOR APPROVAL REQUIRED PRIOR TO REGISTRATION.  ","T.B.A.",,,"T B A","0 / 1"
"ANTH 198","Independent Readings in Anthropology","Intended for students who know their own reading needs. Normally requires regular meeting with the instructor.","Upper-division standing; completion of 2 upper-division courses in Anthropology.","L&S","1.0 - 5.0","Optional","INDEP READINGS ANTH",,"00570","U",,,"DEPT. APPROVAL REQUIRED PRIOR TO REGISTRATION.  INSTRUCTOR APPROVAL REQUIRED PRIOR TO REGISTRATION.  ","T.B.A.",,,"T B A","0 / 1"
"ANTH 199","Independent Studies in Anthropology","Students must execute a limited research project on their own initiative.","Upper-division standing; completion of 2 upper-division courses in Anthropology.","L&S","1.0 - 5.0","Optional","INDEP STUDIES ANTH",,"00588","U",,,"DEPT. APPROVAL REQUIRED PRIOR TO REGISTRATION.  INSTRUCTOR APPROVAL REQUIRED PRIOR TO REGISTRATION.  ","T.B.A.",,,"T B A","0 / 1"
"ANTH 199RA","Undergraduate Research Assistance Training in Anthropology","Student gains research experience through assisting faculty member in research project.","Upper-division standing; completion of 2 upper-division courses in Anthropology.","L&S","1.0 - 5.0","Optional","RESEARCH TRAINING",,"00596","U",,,"DEPT. APPROVAL REQUIRED PRIOR TO REGISTRATION.  INSTRUCTOR APPROVAL REQUIRED PRIOR TO REGISTRATION.  ","T.B.A.",,,"T B A","0 / 1"
"ART CS 101","Drawing and Painting","Emphasis on the practice and development of making paintings and drawings.","Consent of instructor.","CRST","1.0 - 6.0","Pass/No Pass","DRAWING & PAINTING",,"00778",,,"Majors in these depts only: CRSTU","INSTRUCTOR APPROVAL REQUIRED TO FINALIZE REGISTRATION.  ","CONNALLY D E","T","4:15pm - 6:15pm","494  136","8 / 10"
"ART CS 101","Drawing and Painting","Emphasis on the practice and development of making paintings and drawings.","Consent of instructor.","CRST","1.0 - 6.0","Pass/No Pass","DRAWING & PAINTING",,"00786",,,"Majors in these depts only: CRSTU","INSTRUCTOR APPROVAL REQUIRED TO FINALIZE REGISTRATION.  ","PITCHER H                     TIFFNEY B H","M","1:00pm - 4:50pm","494  120","9 / 10"
"ART CS 101","Drawing and Painting","Emphasis on the practice and development of making paintings and drawings.","Consent of instructor.","CRST","1.0 - 6.0","Pass/No Pass","DRAWING & PAINTING",,"00794",,,"Majors in these depts only: CRSTU","INSTRUCTOR APPROVAL REQUIRED TO FINALIZE REGISTRATION.  ","PITCHER H","T","9:00am - 12:50pm","494  120","7 / 9"
"ART CS 102","Themes","Drawing and painting in sequences, and according to themes.","Consent of instructor.","CRST","1.0 - 6.0","Pass/No Pass","THEMES","Full","00836",,,"Majors in these depts only: CRSTU","INSTRUCTOR APPROVAL REQUIRED TO FINALIZE REGISTRATION.  ","CALLISTER J","W","1:00pm - 3:50pm","494  136","15 / 15"
"ART CS 105","Book Arts","The study and practice of typography; letterpress printing; both traditional and experimental uses of the printing press; and the book arts.","Consent of instructor.","CRST","1.0 - 6.0","Pass/No Pass","BOOK ARTS",,"00901",,,"Majors in these depts only: CRSTU","INSTRUCTOR APPROVAL REQUIRED TO FINALIZE REGISTRATION.  ","EKSTROM L","W","1:00pm - 3:50pm","494  107","9 / 10"
"ART CS 106","Art Symposium","A continuing series of lectures and presentations by artists and professionals closely associated with the arts.","Consent of instructor.","CRST","1.0 - 6.0","Pass/No Pass","ART SYMPOSIUM",,"00935",,,"Majors in these depts only: CRSTU","INSTRUCTOR APPROVAL REQUIRED TO FINALIZE REGISTRATION.  ","REESE H","R","5:00pm - 6:50pm","GIRV 1004","4 / 15"
"ART CS 112","Special Topics","This special studies course allows faculty to design and execute courses that reflect their particular research and teaching.","Consent of instructor.","CRST","1.0 - 6.0","Pass/No Pass","SPECIAL TOPICS","Full","01016",,,"Majors in these depts only: CRSTU","INSTRUCTOR APPROVAL REQUIRED TO FINALIZE REGISTRATION.  ","FOLK E","M","1:00pm - 4:50pm","494  136","10 / 10"
"ART CS 112","Special Topics","This special studies course allows faculty to design and execute courses that reflect their particular research and teaching.","Consent of instructor.","CRST","1.0 - 6.0","Pass/No Pass","SPECIAL TOPICS","Full","01024",,,"Majors in these depts only: CRSTU","INSTRUCTOR APPROVAL REQUIRED TO FINALIZE REGISTRATION.  ","MELROY P D","T","12:00pm - 3:50pm","494  136","15 / 10"
"ARTHI 6C","Art Survey III: Modern-Contemporary Art","History of western art from the 18th century to the present.",,"L&S","4.0","Optional","SURVEY III: MOD-CON","Closed",,,,,,"MONAHAN L","T R","8:00am - 9:15am","CAMPBHALL","340 / 435"
"ARTHI 6C","Art Survey III: Modern-Contemporary Art","History of western art from the 18th century to the present.",,"L&S","4.0","Optional",,"Closed","01255",,,,,"DEPASQUALE T","F","10:00am - 10:50am","PHELP3518","18 / 25"
"ARTHI 6C","Art Survey III: Modern-Contemporary Art","History of western art from the 18th century to the present.",,"L&S","4.0","Optional",,"Closed","01263",,,,,"DEPASQUALE T","F","11:00am - 11:50am","PHELP3518","18 / 25"
"ARTHI 6C","Art Survey III: Modern-Contemporary Art","History of western art from the 18th century to the present.",,"L&S","4.0","Optional",,"Closed","01271",,,,,"FAUST M R","M","11:00am - 11:50am","PHELP3518","18 / 25"
"ARTHI 6C","Art Survey III: Modern-Contemporary Art","History of western art from the 18th century to the present.",,"L&S","4.0","Optional",,"Closed","01289",,,,,"ALEXANDER A","M","12:00pm - 12:50pm","PHELP3518","18 / 25"
"ARTHI 6C","Art Survey III: Modern-Contemporary Art","History of western art from the 18th century to the present.",,"L&S","4.0","Optional",,"Closed","01297",,,,,"ALEXANDER A","M","1:00pm - 1:50pm","PHELP3518","21 / 25"
"ARTHI 6C","Art Survey III: Modern-Contemporary Art","History of western art from the 18th century to the present.",,"L&S","4.0","Optional",,"Closed","01305",,,,,"FAUST M R","M","4:00pm - 4:50pm","PHELP3518","21 / 25"
"ARTHI 6C","Art Survey III: Modern-Contemporary Art","History of western art from the 18th century to the present.",,"L&S","4.0","Optional",,"Closed","01313",,,,"HONORS STUDENTS ONLY.  ","MONAHAN L","R","10:00am - 10:50am","ELLSN2824","10 / 10"
"ARTHI 6C","Art Survey III: Modern-Contemporary Art","History of western art from the 18th century to the present.",,"L&S","4.0","Optional",,"Closed","01321",,,,,"BELL M F","R","4:00pm - 4:50pm","PHELP3518","19 / 25"
"ARTHI 6C","Art Survey III: Modern-Contemporary Art","History of western art from the 18th century to the present.",,"L&S","4.0","Optional",,"Closed","01339",,,,,"ZUMAYA D G","W","9:00am - 9:50am","PHELP3518","20 / 25"
"ARTHI 6C","Art Survey III: Modern-Contemporary Art","History of western art from the 18th century to the present.",,"L&S","4.0","Optional",,"Closed","01347",,,,,"MCCABE S Q","W","4:00pm - 4:50pm","PHELP3518","21 / 25"
"ARTHI 6C","Art Survey III: Modern-Contemporary Art","History of western art from the 18th century to the present.",,"L&S","4.0","Optional",,"Closed","01354",,,,,"BRICKER B L","T","4:00pm - 4:50pm","PHELP3518","18 / 25"
"ARTHI 6C","Art Survey III: Modern-Contemporary Art","History of western art from the 18th century to the present.",,"L&S","4.0","Optional",,"Closed","01362",,,,,"BELL M F","R","3:00pm - 3:50pm","PHELP3518","18 / 25"
"ARTHI 6C","Art Survey III: Modern-Contemporary Art","History of western art from the 18th century to the present.",,"L&S","4.0","Optional",,"Closed","01370",,,,,"BRICKER B L","T","3:00pm - 3:50pm","PHELP3518","20 / 25"
"ARTHI 6C","Art Survey III: Modern-Contemporary Art","History of western art from the 18th century to the present.",,"L&S","4.0","Optional",,"Closed","01388",,,,,"MITROVICI A","W","1:00pm - 1:50pm","PHELP3518","21 / 25"
"ARTHI 6C","Art Survey III: Modern-Contemporary Art","History of western art from the 18th century to the present.",,"L&S","4.0","Optional",,"Closed","01396",,,,,"MITROVICI A","W","2:00pm - 2:50pm","PHELP3518","17 / 25"
"ARTHI 6C","Art Survey III: Modern-Contemporary Art","History of western art from the 18th century to the present.",,"L&S","4.0","Optional",,"Closed","01404",,,,,"MCCABE S Q","T","2:00pm - 2:50pm","PHELP3518","22 / 25"
"ARTHI 6C","Art Survey III: Modern-Contemporary Art","History of western art from the 18th century to the present.",,"L&S","4.0","Optional",,"Closed","01412",,,,,"ZUMAYA D G","W","10:00am - 10:50am","PHELP3518","20 / 25"
"ARTHI 6C","Art Survey III: Modern-Contemporary Art","History of western art from the 18th century to the present.",,"L&S","4.0","Optional",,"Closed","01420",,,,,"GALLOW L","T","11:00am - 11:50am","PHELP3518","20 / 25"
"ARTHI 6DW","Survey: Art of Japan and Korea","Surveys the arts of Japan and the Korean peninsula from pre-historic to contemporary times. The focus is on the evolving role of the artist within society.",,"L&S","4.0","Optional","ART OF JAPAN","Closed",,,,,,"WATTLES M","T R","5:00pm - 6:15pm","BUCHN1940","102 / 100"
